 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	BJD_TDB
45	ogg2m001-ep04-20210522-0199-e91.fits.fz	45.000000	0.000000	59358.045127	2459358.045127	NaN	NaN	NaN	NaN	NaN	1.202844	11.117800	10.000000	60.000000	90.000000	0.259613	0.333706	0.211157	0.364637	0.445594	0.000834	0.001137	0.000914	0.001199	0.001373	311.441749	293.521965	231.008682	304.188142	324.470854	1345159.138616	1986.267594	1046.899093	1039.514556	1047.399093	1008.985444	16.352007	31.577275	349221.381932	314.159265	995.700378	350.729386	7006.705566	1111.606183	1992.033367	12140.000000	9.092496	8.737629	9.020142	8.455115	3.249459	0.995773	1403121.508978	1900.854369	985.841746	1901.354369	1062.658254	16.347059	31.581288	336571.719184	992.579245	339.088008	8033.866699	1071.341056	2009.852119	8.010408	8.426607	8.422533	8.430682	45.827913	0.998880	1566344.239125	2038.075442	1019.246924	2038.575442	1029.253076	16.346264	31.578817	234518.911022	945.833739	247.949403	6098.888672	746.790258	2005.558619	7.858476	11.766874	11.767324	11.766423	44.865658	0.999734	810237.295871	1277.895255	1815.237399	1278.395255	233.262601	16.350665	31.519852	359432.647597	1002.652916	358.481626	7057.110840	1144.109651	2003.511290	9.534486	8.967603	9.086061	8.849144	24.274075	0.998408	1359880.514682	299.227495	1338.874943	299.727495	709.625057	16.356337	31.555039	414635.860813	1029.626664	402.705053	7166.919922	1319.826937	2002.761847	10.160619	9.311248	9.760791	8.861704	0.427607	0.990718	1581427.054289	2459358.049477
46	ogg2m001-ep04-20210522-0200-e91.fits.fz	46.000000	0.000000	59358.047259	2459358.047259	NaN	NaN	NaN	NaN	NaN	1.212054	11.353906	10.000000	60.000000	90.000000	0.259914	0.330334	0.211627	0.364286	0.449300	0.000824	0.001117	0.000903	0.001184	0.001366	315.305071	295.685305	234.421126	307.582793	328.822702	1337251.141224	1951.645365	1047.024167	1039.389027	1047.524167	1009.110973	16.352007	31.577272	347569.977304	314.159265	978.681462	355.141066	7106.662109	1106.349599	1893.473443	12028.000000	9.239871	8.906030	9.075709	8.736351	12.124357	0.998255	1325658.108348	1900.930319	985.727573	1901.430319	1062.772427	16.347059	31.581285	332051.673563	974.183920	340.851113	7615.459473	1056.953304	1910.285726	8.226694	8.548663	8.475577	8.621750	55.702591	0.997805	1446996.246686	2038.138532	1019.071648	2038.638532	1029.428352	16.346264	31.578819	233568.698818	927.740329	251.760855	6066.562500	744.199057	1906.621440	7.892162	11.756721	11.728899	11.784542	54.331916	0.999781	781843.717539	1278.054473	1815.082039	1278.554473	233.417961	16.350665	31.519852	357067.113657	985.417731	362.351014	6591.063477	1136.579923	1905.907658	9.870008	9.122218	9.109581	9.134855	47.302315	0.998809	1255958.287281	299.360548	1338.768463	299.860548	709.731537	16.356336	31.555035	414563.655186	1013.969969	408.852005	7014.067871	1319.597099	1903.261578	10.422993	9.433839	9.779609	9.088069	2.202672	0.994609	1490635.139633	2459358.051609
47	ogg2m001-ep04-20210522-0201-e91.fits.fz	47.000000	0.000000	59358.049391	2459358.049391	NaN	NaN	NaN	NaN	NaN	1.221576	11.556399	10.000000	60.000000	90.000000	0.260877	0.333168	0.211465	0.364462	0.445985	0.000820	0.001115	0.000895	0.001177	0.001350	318.330433	298.788896	236.227600	309.695551	330.289232	1318735.770019	1911.391406	1046.901857	1039.334147	1047.401857	1009.165853	16.352002	31.577222	344027.413897	314.159265	958.814666	358.804914	6572.718750	1095.073270	1785.586986	12073.000000	9.398274	9.319004	9.513328	9.124681	17.798191	0.997372	1100766.607710	1900.858079	985.689870	1901.358079	1062.810130	16.347059	31.581181	329561.210562	955.156306	345.033801	7053.044922	1049.025914	1804.214759	8.373953	8.870758	8.804945	8.936571	52.109475	0.996351	1246064.033658	2038.049755	1019.032162	2038.549755	1029.467838	16.346265	31.578709	230189.306741	907.171474	253.743987	5425.580078	732.869582	1799.926589	8.124835	11.806908	11.783920	11.829896	51.771525	0.999723	651111.995429	1277.900662	1815.109302	1278.400662	233.390698	16.350665	31.519837	352247.867849	965.513500	364.829563	6240.782227	1121.239787	1799.332694	10.020051	9.503636	9.511126	9.496146	43.856895	0.998439	1046557.711405	299.289806	1338.743819	299.789806	709.756181	16.356329	31.555047	406737.384866	992.933602	409.632008	6545.795410	1294.685307	1796.746427	10.510977	9.775312	10.054655	9.495969	11.459570	0.996156	1228902.639983	2459358.053741
48	ogg2m001-ep04-20210522-0202-e91.fits.fz	48.000000	0.000000	59358.051522	2459358.051522	NaN	NaN	NaN	NaN	NaN	1.231423	12.069767	10.000000	60.000000	90.000000	0.259675	0.332165	0.213875	0.364762	0.443406	0.000802	0.001091	0.000879	0.001154	0.001319	323.584402	304.465723	243.241529	315.964048	336.081063	1316572.611096	1870.400585	1046.746181	1039.209198	1047.246181	1009.290802	16.352002	31.577228	341881.120561	314.159265	938.287766	364.367024	6072.106445	1088.241406	1670.086843	11774.000000	9.915256	9.331824	9.465467	9.198181	2.805161	0.999172	1056587.357972	1900.628762	985.575502	1901.128762	1062.924498	16.347059	31.581185	328276.996171	934.260806	351.376183	6723.660156	1044.938133	1686.396173	8.790890	8.931652	8.887002	8.976301	62.162164	0.999686	1159639.538127	2037.912816	1018.954844	2038.412816	1029.545156	16.346264	31.578710	231969.787647	886.209162	261.755122	5365.212402	738.382767	1681.545495	8.690440	11.725097	11.683341	11.766852	286.189938	0.999929	580086.157494	1277.753811	1814.934000	1278.253811	233.566000	16.350665	31.519842	351882.423001	945.370165	372.216552	6015.904297	1120.076540	1681.035159	10.416414	9.514777	9.505458	9.524096	47.553683	0.999516	1016620.503268	299.128965	1338.569278	299.628965	709.930722	16.356329	31.555056	404443.404277	972.863641	415.724658	6332.588867	1287.383340	1680.381612	10.979434	9.776999	10.043483	9.510515	354.530355	0.996922	1188181.492108	2459358.055872
49	ogg2m001-ep04-20210522-0203-e91.fits.fz	49.000000	0.000000	59358.053654	2459358.053654	NaN	NaN	NaN	NaN	NaN	1.241617	12.130632	10.000000	60.000000	90.000000	0.261153	0.331636	0.212653	0.363542	0.447133	0.000789	0.001069	0.000859	0.001130	0.001303	331.016510	310.184397	247.694418	321.606561	343.132317	1307907.200861	1822.539631	1046.637770	1039.247098	1047.137770	1009.252902	16.352003	31.577230	341563.883983	314.159265	915.534239	373.076035	5972.360352	1087.231610	1540.748953	12173.000000	9.970086	9.410091	9.362773	9.457408	73.409632	0.999856	1009066.612141	1900.471008	985.555937	1900.971008	1062.944063	16.347059	31.581190	325726.360680	910.231590	357.849985	6492.893555	1036.819208	1557.297886	8.773104	9.060763	8.747973	9.373553	78.763638	0.994431	1101862.955050	2037.756470	1018.993417	2038.256470	1029.506583	16.346265	31.578711	229357.057095	860.640699	266.495714	5036.235840	730.066187	1554.573339	8.481220	11.723772	11.585280	11.862265	82.835012	0.999406	553360.916505	1277.650664	1814.924330	1278.150664	233.575670	16.350665	31.519847	348708.845514	921.319712	378.488424	5867.833008	1109.974729	1551.464391	10.426361	9.631014	9.349357	9.912671	79.162755	0.996045	961692.701458	298.963160	1338.632630	299.463160	709.867370	16.356330	31.555057	404114.937572	950.577053	425.125913	6052.722656	1286.337798	1549.816783	10.932624	9.902255	9.915084	9.889426	322.339361	0.999895	1143456.245905	2459358.058004
50	ogg2m001-ep04-20210522-0204-e91.fits.fz	50.000000	0.000000	59358.055786	2459358.055786	NaN	NaN	NaN	NaN	NaN	1.252156	12.719801	10.000000	60.000000	90.000000	0.261594	0.332336	0.212327	0.364630	0.445549	0.000792	0.001074	0.000859	0.001137	0.001305	330.182540	309.410326	247.136692	320.813809	341.403494	1256960.611415	1757.358932	1046.637509	1038.888549	1047.137509	1009.611451	16.352001	31.577231	328812.819755	314.159265	883.393275	372.215670	4876.550293	1046.643712	1401.171500	11980.000000	10.389725	10.008124	10.043678	9.972570	39.966410	0.998348	710403.394985	1900.445600	985.285608	1900.945600	1063.214392	16.347058	31.581183	313534.285481	877.998493	357.101166	5196.357910	998.010627	1415.392428	9.203774	9.669207	9.534699	9.803715	63.219702	0.997807	767355.499099	2037.717074	1018.556699	2038.217074	1029.943301	16.346264	31.578715	220144.053137	827.734941	265.959599	4178.696777	700.740285	1412.228604	9.260967	11.834091	11.784806	11.883376	59.394508	0.999701	381552.369500	1277.616771	1814.625243	1278.116771	233.874757	16.350664	31.519841	335860.445815	889.099220	377.753617	4700.795410	1069.077003	1410.539694	10.932718	10.143260	10.016270	10.270251	62.604197	0.998114	676547.701120	299.011951	1338.258499	299.511951	710.241501	16.356328	31.555060	387421.826983	917.489240	422.263074	4992.694824	1233.201977	1409.246402	11.681189	10.434271	10.553747	10.314795	20.498267	0.999080	790366.021444	2459358.060136
51	ogg2m001-ep04-20210522-0205-e91.fits.fz	51.000000	0.000000	59358.057919	2459358.057919	NaN	NaN	NaN	NaN	NaN	1.263047	12.690373	10.000000	60.000000	90.000000	0.259440	0.330426	0.212704	0.364913	0.446947	0.000773	0.001048	0.000838	0.001114	0.001282	335.432557	315.391850	253.726144	327.642733	348.626819	1239546.638845	1696.167617	1046.480454	1039.157541	1046.980454	1009.342459	16.352002	31.577220	321588.094670	314.159265	851.768253	377.553511	4471.108398	1023.646698	1252.779769	11929.000000	10.098987	10.204581	10.343484	10.065677	24.935850	0.998216	603786.519961	1900.300620	985.503814	1900.800620	1062.996186	16.347059	31.581176	307855.208250	846.724428	363.583709	4756.410645	979.933563	1266.306505	9.165587	9.987734	10.016690	9.958779	39.915511	0.998921	625413.202238	2037.535805	1018.908636	2038.035805	1029.591364	16.346265	31.578698	217412.390795	795.425536	273.328402	3729.156738	692.045134	1262.784717	9.126447	11.892747	11.821101	11.964394	69.067330	0.999738	318737.837191	1277.508476	1814.986089	1278.008476	233.513911	16.350665	31.519828	331396.162832	859.211692	385.697921	4349.392578	1054.866749	1261.583267	10.788083	10.399774	10.381643	10.417905	46.951007	0.997375	580245.286603	298.877841	1338.527222	299.377841	709.972778	16.356329	31.555051	382882.876968	888.310652	431.023625	4609.154297	1218.754050	1259.753649	11.552960	10.622376	10.994321	10.250432	12.200115	0.994101	682265.635538	2459358.062269
52	ogg2m001-ep04-20210522-0206-e91.fits.fz	52.000000	0.000000	59358.060051	2459358.060051	NaN	NaN	NaN	NaN	NaN	1.274283	12.235234	10.000000	60.000000	90.000000	0.260620	0.333076	0.212943	0.364124	0.444371	0.000722	0.000980	0.000776	0.001037	0.001192	360.907128	339.860475	274.418717	351.239747	372.899443	1296033.541532	1651.301436	1046.629377	1038.994135	1047.129377	1009.505865	16.352001	31.577218	337772.233980	314.159265	831.079636	406.425834	4983.223633	1075.162414	1094.433249	12128.000000	9.845171	9.568702	9.817841	9.319563	7.012097	0.997123	920875.204466	1900.374784	985.338993	1900.874784	1063.161007	16.347059	31.581172	323820.641383	825.143427	392.441642	5452.909180	1030.753115	1105.412598	8.527334	9.229268	9.293232	9.165304	27.574517	0.999412	995943.201267	2037.637156	1018.730994	2038.137156	1029.769006	16.346264	31.578695	227529.994418	768.504292	296.068606	4309.275879	724.250466	1103.036395	8.615910	11.320643	11.317869	11.323417	56.354898	0.999998	499492.270635	1277.664519	1814.716703	1278.164519	233.783297	16.350664	31.519829	345948.742981	837.605992	413.020855	4776.925293	1101.189050	1103.265075	10.430664	9.750134	9.805350	9.694918	34.145349	0.999062	866677.004121	299.035434	1338.370688	299.535434	710.129312	16.356328	31.555049	398734.162750	868.188985	459.271161	5169.876953	1269.210260	1101.440247	11.066715	10.013989	10.340547	9.687432	7.650946	0.995438	1024169.671774	2459358.064401
53	ogg2m001-ep04-20210522-0207-e91.fits.fz	53.000000	0.000000	59358.062183	2459358.062183	NaN	NaN	NaN	NaN	NaN	1.285918	12.445317	10.000000	60.000000	90.000000	0.261360	0.332556	0.211557	0.365131	0.445822	0.000701	0.000949	0.000746	0.001007	0.001160	372.848728	350.441958	283.755686	362.565787	384.379757	1282110.511878	1582.885461	1046.786648	1038.844305	1047.286648	1009.655695	16.352001	31.577215	335092.200580	314.159265	797.856302	419.990667	4657.310059	1066.631602	935.130046	12184.000000	10.191110	9.660892	9.894356	9.427428	18.012128	0.996433	871631.848669	1900.625832	985.212289	1901.125832	1063.287711	16.347058	31.581169	319966.744615	791.041380	404.487998	5074.812012	1018.485781	946.640508	9.066029	9.300407	9.315342	9.285472	42.996953	0.997887	939328.646845	2037.851443	1018.566094	2038.351443	1029.933906	16.346264	31.578696	223877.010718	730.930499	306.290422	3876.475098	712.622658	942.964467	8.909315	11.205128	11.236858	11.173399	37.814699	0.999479	467128.558398	1277.789828	1814.654979	1278.289828	233.845021	16.350664	31.519825	342925.591858	804.229917	426.402431	4429.916992	1091.566061	942.824930	10.652917	9.863089	9.924283	9.801894	37.985307	0.997380	822140.732564	299.207835	1338.273746	299.707835	710.226254	16.356327	31.555041	395341.164687	835.903560	472.950689	4887.061523	1258.410011	941.373231	11.171980	10.120341	10.448101	9.792581	12.571648	0.994891	969170.383028	2459358.066533
54	ogg2m001-ep04-20210522-0208-e91.fits.fz	54.000000	0.000000	59358.064318	2459358.064318	NaN	NaN	NaN	NaN	NaN	1.297966	12.350311	10.000000	60.000000	90.000000	0.261903	0.331916	0.211833	0.365526	0.445741	0.000674	0.000910	0.000712	0.000969	0.001116	388.447797	364.672102	297.723131	377.375761	399.271607	1278228.517026	1515.315215	1046.687357	1038.835321	1047.187357	1009.664679	16.352002	31.577225	334771.891565	314.159265	765.003635	437.608237	4480.758301	1065.612027	777.039126	11908.000000	9.951945	9.640875	9.843583	9.438167	23.144595	0.996300	874989.390770	1900.500213	985.249878	1901.000213	1063.250122	16.347059	31.581175	318537.083880	757.073939	420.747654	4783.749023	1013.935029	787.954146	8.903428	9.274343	9.228858	9.319827	49.888338	0.996664	933434.970185	2037.781851	1018.635797	2038.281851	1029.864203	16.346264	31.578699	223439.041956	694.135015	321.895650	3631.147461	711.228560	784.949622	8.752973	11.041190	11.017567	11.064814	49.667773	0.999304	460193.689584	1277.675934	1814.636152	1278.175934	233.863848	16.350665	31.519834	342157.784926	771.190060	443.675045	4291.184082	1089.122056	783.523092	10.488725	9.825850	9.840367	9.811332	43.763042	0.995314	819265.642718	298.972287	1338.314678	299.472287	710.185322	16.356329	31.555047	394094.606264	804.028435	490.150086	4415.793457	1254.442093	782.577640	11.209166	10.115940	10.467949	9.763931	12.217962	0.994171	954405.710343	2459358.068668
55	ogg2m001-ep04-20210522-0209-e91.fits.fz	55.000000	0.000000	59358.066450	2459358.066450	NaN	NaN	NaN	NaN	NaN	1.310401	12.143127	10.000000	60.000000	90.000000	0.260830	0.332941	0.211696	0.364686	0.445671	0.000639	0.000865	0.000669	0.000918	0.001062	408.207373	384.954819	316.536635	397.114323	419.665813	1295910.114832	1456.972265	1046.670064	1038.789461	1047.170064	1009.710539	16.352001	31.577229	338012.090526	314.159265	735.685953	459.451603	4842.273438	1075.925901	631.065947	12122.000000	9.872551	9.384815	9.579256	9.190375	21.814017	0.996726	1007758.214774	1900.438147	985.191329	1900.938147	1063.308671	16.347058	31.581182	323691.263172	728.381553	444.397942	4994.800293	1030.341291	640.152837	8.704489	9.044490	9.047717	9.041264	44.572111	0.997718	1081117.597144	2037.703762	1018.569483	2038.203762	1029.930517	16.346264	31.578706	226409.075510	660.317197	342.879265	3836.164795	720.682471	636.641410	8.607583	10.580533	10.530615	10.630452	55.829503	0.999346	552140.492211	1277.645141	1814.502561	1278.145141	233.997439	16.350664	31.519842	346306.998929	742.641434	466.317907	4537.536621	1102.329414	636.714558	10.366504	9.540830	9.570556	9.511103	42.062560	0.996294	962359.560543	299.034376	1338.184321	299.534376	710.315679	16.356328	31.555055	399502.777221	777.620341	513.750421	4746.052734	1271.656835	636.558983	10.814195	9.818116	10.113186	9.523046	14.193827	0.995340	1148963.368704	2459358.070800
56	ogg2m001-ep04-20210522-0210-e91.fits.fz	56.000000	0.000000	59358.068583	2459358.068583	NaN	NaN	NaN	NaN	NaN	1.323251	12.074055	10.000000	60.000000	90.000000	0.261769	0.331803	0.213413	0.364318	0.444984	0.000615	0.000828	0.000639	0.000881	0.001021	425.689784	400.841680	333.865241	413.329230	435.992567	1298984.674766	1401.116917	1046.582934	1038.997784	1047.082934	1009.502216	16.352001	31.577231	340033.585291	314.159265	709.601578	479.189444	4542.324707	1082.360518	507.166099	12184.000000	9.809798	9.383919	9.447269	9.320568	34.569825	0.998562	1005231.532188	1900.354506	985.367411	1900.854506	1063.132589	16.347058	31.581186	323626.351036	699.727430	462.503451	4904.554688	1030.134670	513.863212	8.626582	9.017762	8.908995	9.126529	61.410389	0.998020	1081473.724183	2037.569725	1018.747455	2038.069725	1029.752545	16.346264	31.578710	228463.300166	630.024576	362.626013	3732.822998	727.221271	512.195333	8.408250	10.395889	10.230573	10.561205	70.374294	0.998314	539542.945684	1277.572257	1814.722406	1278.072257	233.777594	16.350664	31.519843	346871.590105	715.280127	484.945096	4252.103516	1104.126564	510.871638	10.434147	9.607585	9.480512	9.734659	58.739154	0.996714	924461.658118	298.937378	1338.361085	299.437378	710.138915	16.356328	31.555061	400023.433459	751.633895	532.205155	4429.000977	1273.314136	511.708875	10.948370	9.929119	10.175722	9.682515	10.907925	0.997141	1081591.567775	2459358.072933
57	ogg2m001-ep04-20210522-0211-e91.fits.fz	57.000000	0.000000	59358.070715	2459358.070715	NaN	NaN	NaN	NaN	NaN	1.336537	11.982854	10.000000	60.000000	90.000000	0.261564	0.331390	0.212111	0.364878	0.446692	0.000598	0.000804	0.000615	0.000858	0.000997	437.390991	412.193792	344.939930	425.041331	447.860843	1287652.905729	1349.951811	1046.302318	1038.990349	1046.802318	1009.509651	16.352001	31.577232	336803.733603	314.159265	684.299487	492.187616	4302.916016	1072.079581	407.738965	11904.000000	9.707947	9.576529	9.789638	9.363420	20.427655	0.996541	916712.237387	1900.058341	985.369028	1900.558341	1063.130972	16.347058	31.581185	320503.685189	674.061507	475.481365	4774.446289	1020.194916	414.034382	8.473770	9.252471	9.279818	9.225123	41.338904	0.997849	985522.980624	2037.313398	1018.767110	2037.813398	1029.732890	16.346264	31.578708	225330.173582	600.815415	375.040599	3483.006592	717.248219	411.587074	8.455049	10.351143	10.330042	10.372245	48.244036	0.998698	496720.107310	1277.276566	1814.694978	1277.776566	233.805022	16.350664	31.519844	344233.410810	690.477863	498.543732	4118.614746	1095.728978	410.989842	10.261192	9.775989	9.830907	9.721071	39.381892	0.996676	858504.613917	298.602281	1338.297696	299.102281	710.202304	16.356329	31.555066	397585.636148	728.197867	545.985719	4306.957520	1265.554386	411.410941	10.942260	9.999625	10.348260	9.650989	12.132248	0.994164	1010255.852663	2459358.075065
58	ogg2m001-ep04-20210522-0212-e91.fits.fz	58.000000	0.000000	59358.072847	2459358.072847	NaN	NaN	NaN	NaN	NaN	1.350293	11.746797	10.000000	60.000000	90.000000	0.261486	0.332016	0.211936	0.364684	0.446420	0.000582	0.000783	0.000594	0.000836	0.000972	449.083629	423.975097	356.723628	436.452189	459.273822	1289861.054596	1315.538020	1046.379057	1038.953763	1046.879057	1009.546237	16.352001	31.577224	337280.442569	314.159265	667.630921	505.189967	4381.227051	1073.596993	336.180472	12136.000000	9.456652	9.382449	9.626840	9.138059	19.417689	0.995533	1013523.298902	1900.165009	985.301395	1900.665009	1063.198605	16.347059	31.581182	321508.415751	657.175475	489.227654	4790.016113	1023.393072	341.381814	8.359975	9.069221	9.134630	9.003812	38.506388	0.995881	1074472.579420	2037.393116	1018.714835	2037.893116	1029.785165	16.346264	31.578705	225563.296167	580.724209	388.417243	3549.105713	717.990271	339.353483	8.207212	10.041748	10.021070	10.062425	47.458788	0.997692	538949.733128	1277.286399	1814.689244	1277.786399	233.810756	16.350665	31.519840	344689.410318	673.729558	511.613905	4159.872559	1097.180470	338.746763	10.111237	9.562154	9.614062	9.510247	40.401892	0.995385	950299.065577	298.678309	1338.326231	299.178309	710.173769	16.356328	31.555052	398099.932360	712.466528	558.762997	4344.428711	1267.191442	339.697484	10.616056	9.816590	10.161952	9.471227	15.157583	0.993373	1111693.171488	2459358.077197
59	ogg2m001-ep04-20210522-0213-e91.fits.fz	59.000000	0.000000	59358.074980	2459358.074980	NaN	NaN	NaN	NaN	NaN	1.364535	11.317804	10.000000	60.000000	90.000000	0.261501	0.331970	0.210798	0.366185	0.446413	0.000570	0.000765	0.000576	0.000820	0.000952	459.161292	433.723155	365.707503	446.718998	469.057478	1300141.538133	1296.270121	1046.408210	1038.927215	1046.908210	1009.572785	16.352001	31.577230	339988.025685	314.159265	658.307158	516.458041	4964.347656	1082.215498	289.636725	12081.000000	9.081929	9.031729	9.238000	8.825458	25.218761	0.994862	1187568.969792	1900.123804	985.337064	1900.623804	1063.162936	16.347059	31.581181	324037.492807	647.446257	500.485545	5368.119629	1031.443375	294.325080	7.865636	8.737955	8.781451	8.694459	40.634267	0.995699	1272897.699095	2037.315439	1018.729570	2037.815439	1029.770430	16.346264	31.578705	226352.135267	568.125920	398.418955	3888.070068	720.501224	292.829702	7.853797	9.665575	9.638232	9.692917	48.082982	0.997225	635546.479770	1277.375130	1814.648271	1277.875130	233.851729	16.350664	31.519840	348483.056792	665.264836	523.826058	4500.016113	1109.256021	291.860973	9.698964	9.233998	9.259142	9.208853	42.671758	0.995500	1122295.383489	298.751437	1338.269756	299.251437	710.230244	16.356329	31.555061	401268.853267	704.120167	569.886892	4863.052734	1277.278430	293.146120	10.341897	9.502828	9.849844	9.155812	14.068052	0.993159	1336750.149657	2459358.079330
60	ogg2m001-ep04-20210522-0214-e91.fits.fz	60.000000	0.000000	59358.077113	2459358.077113	NaN	NaN	NaN	NaN	NaN	1.379243	11.761570	10.000000	60.000000	90.000000	0.261691	0.331364	0.212680	0.365314	0.445423	0.000570	0.000764	0.000577	0.000818	0.000950	459.505658	433.739110	368.309595	446.621655	468.831072	1279559.679377	1274.789587	1046.043142	1038.669239	1046.543142	1009.830761	16.352001	31.577224	334849.692606	314.159265	647.872607	516.844961	4212.340332	1065.859675	263.393853	12043.000000	9.642736	9.384433	9.597364	9.171502	28.896101	0.992758	994605.309404	1899.765750	985.030089	1900.265750	1063.469911	16.347059	31.581181	318470.718356	636.525732	500.326542	4558.022949	1013.723781	268.196943	8.496820	9.101369	9.124527	9.078211	43.157435	0.993731	1041480.011464	2037.016984	1018.419965	2037.516984	1030.080035	16.346264	31.578704	224409.692660	558.426316	401.860883	3402.460449	714.318237	265.570530	8.480637	9.909073	9.945301	9.872845	41.768678	0.995780	527237.745558	1276.917146	1814.411145	1277.417146	234.088855	16.350665	31.519836	342369.160182	654.111992	523.410615	4077.322266	1089.794884	265.174543	10.177169	9.579980	9.614940	9.545020	42.759595	0.991273	932772.372818	298.401691	1338.107828	298.901691	710.392172	16.356328	31.555047	394310.108179	692.979823	569.006622	4498.875977	1255.128057	266.427133	10.692682	9.844404	10.158611	9.530197	22.093273	0.992091	1083645.235429	2459358.081463
61	ogg2m001-ep04-20210522-0215-e91.fits.fz	61.000000	0.000000	59358.079246	2459358.079246	NaN	NaN	NaN	NaN	NaN	1.394459	11.955245	10.000000	60.000000	90.000000	0.261708	0.333648	0.211288	0.364249	0.445912	0.000573	0.000772	0.000578	0.000821	0.000956	457.097113	432.379940	365.675223	443.833060	466.283192	1256343.568364	1258.333166	1046.038172	1038.601231	1046.538172	1009.898769	16.352002	31.577223	328794.854470	314.159265	639.499167	514.144304	4130.613770	1046.586527	248.581235	12164.000000	9.711146	9.616409	9.819098	9.413719	16.277085	0.997501	854235.252432	1899.823756	984.939000	1900.323756	1063.561000	16.347059	31.581182	314307.922973	629.498003	499.299317	4322.794434	1000.473192	253.566977	8.713621	9.391778	9.366450	9.417106	49.268252	0.998680	886146.352879	2037.064513	1018.338357	2037.564513	1030.161643	16.346265	31.578705	219146.759629	549.495468	398.814499	3191.875000	697.565801	251.376399	8.530252	10.111273	10.101986	10.120560	47.100033	0.999371	445667.142290	1276.939534	1814.319408	1277.439534	234.180592	16.350665	31.519837	335438.836732	645.258454	519.851905	3869.947998	1067.734979	251.038840	10.151417	9.824071	9.847598	9.800544	41.839641	0.998107	801792.424443	298.468570	1337.949915	298.968570	710.550085	16.356328	31.555051	387450.049030	684.712259	565.858204	4010.339844	1233.291810	252.437841	10.908219	10.028607	10.285775	9.771439	11.557771	0.996894	946559.029866	2459358.083596
