Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep02-20210522-0199-e91.fits	44	0	59358.043001	2459358.043001	2459358.047369	1.193967	41.600000	-55	NaN	180	16.352151	31.578996	NaN	NaN	1.995522	0.870952	10.373612	15	30	45	0.263516	3.163746	1.587829	4.295444	3.098348	0.715046	0.292377	0.554830	0.292751	0.000424	0.002371	0.001286	0.003156	0.002326	0.000994	0.000531	0.000799	0.000440	621.513704	1334.259050	1234.921019	1361.135923	1332.046754	719.530380	550.902145	694.082853	665.406677	4669817.608795	3251.956142	1049.265652	1045.941180	1049.765652	1002.558820	16.352005	31.577363	1230570.574338	706.858347	1784.903826	689.432426	21173.126953	1740.901242	2092.414706	3102	9.021776	9.547771	9.835486	9.260056	355.232354	0.996272	1902.292017	903.715225	1902.792017	1144.784775	16.347053	31.587649	14774116.393403	4093.738062	3608.954987	123377.328125	20901.099145	2133.067528	11.511616	10.454653	10.413783	10.495524	83.330406	0.999935	1994.997553	1225.752519	1995.497553	822.747481	16.346523	31.563746	7414874.099174	3064.264768	2419.788974	107373.648438	10489.901025	2113.600321	10.080260	9.987383	9.942412	10.032355	54.411378	0.999221	110.036463	1359.110117	110.536463	689.389883	16.357459	31.554381	20058941.839836	4696.265844	4271.253482	124683.828125	28377.597751	2149.260321	13.470717	11.445446	10.070857	12.820034	275.003637	0.942188	201.910535	1972.895528	202.410535	75.604472	16.356937	31.508860	14468718.761530	4057.577551	3565.851442	124398.593750	20469.049876	2140.396051	11.482522	10.237932	10.050277	10.425586	280.844897	0.998445	1416.355239	1502.563363	1416.855239	545.936637	16.349886	31.543408	1946965.660844	1979.408627	983.609768	29754.113281	2754.392968	2099.259326	9.774103	9.807478	9.898055	9.716901	6.537568	0.999640	1701.940610	178.087101	1702.440610	1870.412899	16.348197	31.641504	1056460.725926	1741.489487	606.642035	17781.121094	1494.586193	2102.788384	9.419499	9.701458	9.889693	9.513224	349.936554	0.998293	305.440926	95.298674	305.940926	1953.201326	16.356302	31.648023	1666391.222026	1903.779032	875.307057	32235.437500	2357.461334	2098.326301	8.361107	9.091189	9.457550	8.724827	345.923369	0.991671	1794.222693	1671.505481	1794.722693	376.994519	16.347699	31.530768	1367091.931113	1820.639743	750.885471	20992.214844	1934.039453	2099.555327	10.240913	10.087278	10.023889	10.150666	63.042719	0.999545	0.995244	0.001601
ogg2m001-ep02-20210522-0200-e91.fits	45	0	59358.045136	2459358.045136	2459358.049504	1.202890	40.299000	-55	NaN	180	16.352150	31.578984	NaN	NaN	1.995522	0.871107	10.491670	15	30	45	0.264130	3.205291	1.591659	4.326234	3.132798	0.712509	0.293383	0.555464	0.292901	0.000422	0.002390	0.001283	0.003163	0.002340	0.000986	0.000527	0.000797	0.000438	625.867244	1341.300979	1240.233225	1367.676977	1338.892261	722.580590	556.292001	697.343477	668.740658	4655494.374824	3225.757394	1049.107007	1045.780534	1049.607007	1002.719466	16.352005	31.577362	1229656.931105	706.858347	1770.368734	694.576733	19530.734375	1739.608701	2039.319261	3090	9.313224	9.814602	10.088683	9.540522	9.757788	0.996494	1902.148182	903.562441	1902.648182	1144.937559	16.347053	31.587651	14922215.975138	4106.646663	3633.674187	123378.500000	21110.617194	2076.281117	11.493575	10.574006	10.529519	10.618492	52.139373	0.998836	1994.865421	1225.632973	1995.365421	822.867027	16.346523	31.563746	7409959.817419	3055.380215	2425.216927	98518.937500	10482.948738	2059.169364	10.299114	10.183347	10.090715	10.275978	55.033753	0.997189	109.937487	1358.901879	110.437487	689.598121	16.357459	31.554380	20140756.986844	4702.114008	4283.340845	124684.156250	28493.342507	2094.898294	13.574201	11.428301	10.344212	12.512389	272.939482	0.964271	201.812584	1972.699141	202.312584	75.800859	16.356937	31.508858	14584725.034242	4066.464357	3586.586221	124398.953125	20633.165181	2086.227045	11.277650	10.348940	10.325262	10.372618	53.326203	0.999745	1416.187456	1502.397427	1416.687456	546.102573	16.349886	31.543409	1936971.828759	1966.149690	985.159898	28344.230469	2740.254588	2047.675262	9.892651	9.986738	10.084369	9.889108	28.829029	0.998665	1701.773129	177.932048	1702.273129	1870.567952	16.348198	31.641507	1056022.393499	1721.346799	613.486134	16311.831055	1493.966079	2047.971552	9.696999	9.913085	10.067452	9.758719	17.214477	0.998575	305.297035	95.122420	305.797035	1953.377580	16.356303	31.648023	1662500.152565	1891.224831	879.060028	28661.542969	2351.956597	2042.882059	8.470664	9.328458	9.728843	8.928074	351.436646	0.991961	1794.061231	1671.379176	1794.561231	377.120824	16.347699	31.530767	1363597.164334	1806.941455	754.643799	19894.628906	1929.095370	2044.751128	10.406953	10.246206	10.181145	10.311267	53.254831	0.998003	0.997565	0.001594
ogg2m001-ep02-20210522-0201-e91.fits	46	0	59358.047269	2459358.047269	2459358.051637	1.212101	40.399000	-55	NaN	180	16.352151	31.578974	NaN	NaN	1.994855	0.871262	10.636196	15	30	45	0.263883	3.240304	1.591454	4.333874	3.171822	0.714229	0.292818	0.554863	0.293120	0.000419	0.002402	0.001277	0.003152	0.002355	0.000982	0.000524	0.000792	0.000436	629.700534	1349.050170	1245.877194	1374.831495	1346.828289	727.088096	558.739865	701.024395	672.519953	4638240.512957	3195.351929	1049.238493	1045.650327	1049.738493	1002.849673	16.352005	31.577362	1223953.032579	706.858347	1751.288139	698.887296	18660.189453	1731.539336	1975.993549	3064	9.573419	9.965922	10.114216	9.817628	20.251731	0.998469	1902.233503	903.416239	1902.733503	1145.083761	16.347053	31.587650	15029307.754902	4112.276247	3654.741766	123378.492188	21262.121071	2014.518848	11.499872	10.702385	10.561904	10.842867	60.357537	0.997359	1994.925558	1225.496141	1995.425558	823.003859	16.346523	31.563742	7381547.985187	3040.259799	2427.933293	100373.789062	10442.754218	1995.144351	10.597605	10.360974	10.161240	10.560708	61.791102	0.995145	110.047763	1358.731569	110.547763	689.768431	16.357459	31.554385	20101548.710747	4690.680807	4285.422423	124684.710938	28437.874143	2031.740012	13.407254	11.486296	10.462595	12.509997	271.979658	0.968577	201.934697	1972.548059	202.434697	75.951941	16.356937	31.508860	14711671.690798	4073.852138	3611.243411	124399.445312	20812.757962	2018.872388	11.306715	10.472589	10.417776	10.527402	59.785450	0.999550	1416.301126	1502.228166	1416.801126	546.271834	16.349886	31.543409	1932510.965556	1946.362551	992.883348	27924.406250	2733.943758	1984.773021	10.131691	10.186819	10.168559	10.205080	47.412208	0.998183	1701.828718	177.863996	1702.328718	1870.636004	16.348198	31.641502	1050543.128981	1705.619305	615.930604	16259.120117	1486.214506	1986.092756	9.931345	10.074088	10.137690	10.010485	32.857176	0.999058	305.412380	95.012048	305.912380	1953.487952	16.356303	31.648026	1655186.418420	1874.249064	883.119779	27832.521484	2341.609780	1982.424223	8.718014	9.447334	9.750764	9.143905	353.166906	0.995639	1794.153451	1671.193147	1794.653451	377.306853	16.347699	31.530766	1359560.052603	1791.527318	758.883238	18953.425781	1923.384025	1982.178203	10.559850	10.423265	10.236152	10.610378	62.211174	0.995969	0.996631	0.001583
ogg2m001-ep02-20210522-0202-e91.fits	47	0	59358.049403	2459358.049403	2459358.053771	1.221641	41.500000	-55	NaN	180	16.352150	31.578966	NaN	NaN	1.992905	0.871431	10.716785	15	30	45	0.263719	3.327563	1.591051	4.410050	3.262713	0.713783	0.293141	0.554763	0.292423	0.000416	0.002448	0.001271	0.003187	0.002405	0.000976	0.000521	0.000786	0.000433	633.233012	1359.051413	1251.677686	1383.820173	1356.877336	731.371893	563.144967	705.570536	674.913118	4616678.447631	3160.507606	1049.107296	1045.566979	1049.607296	1002.933021	16.352005	31.577361	1217505.030333	706.858347	1732.629238	702.692188	17462.421875	1722.417278	1901.284933	2964	9.843148	10.433791	10.593048	10.274535	25.171743	0.997713	1902.181236	903.319945	1902.681236	1145.180055	16.347053	31.587649	15362287.359990	4143.723865	3707.362716	123378.562500	21733.190849	1941.334522	11.383458	11.031013	10.949094	11.112933	52.675429	0.996853	1994.894396	1225.386962	1995.394396	823.113038	16.346523	31.563744	7345372.036044	3025.270088	2428.005376	88579.898438	10391.575719	1921.024681	10.675688	10.779227	10.596462	10.961992	58.558604	0.994468	109.933999	1358.648091	110.433999	689.851909	16.357458	31.554385	20359784.570835	4711.358289	4321.425653	124684.687500	28803.203153	1960.007879	13.406406	11.711181	10.946135	12.476227	87.580414	0.982953	201.817849	1972.538464	202.317849	75.961536	16.356936	31.508858	15062894.997894	4111.164216	3663.900104	124400.210938	21309.637299	1952.269277	11.310170	10.826895	10.809835	10.843955	47.295395	0.998450	1416.212810	1502.168406	1416.712810	546.331594	16.349886	31.543408	1922826.793294	1927.739322	997.451663	24993.861328	2720.243457	1908.837720	10.297493	10.657484	10.641224	10.673744	46.719110	0.997411	1701.834370	177.711430	1702.334370	1870.788570	16.348197	31.641501	1046551.204282	1685.021626	621.090666	14682.677734	1480.567088	1910.352389	10.008445	10.507738	10.574587	10.440888	37.451746	0.997613	305.297719	94.924169	305.797719	1953.575831	16.356302	31.648019	1647300.450055	1852.925135	889.026987	26519.500000	2330.453417	1903.811563	8.781436	10.002560	10.296968	9.708153	3.193975	0.996497	1794.101623	1671.125640	1794.601623	377.374360	16.347699	31.530767	1350023.210298	1773.981984	761.012920	17397.099609	1909.892153	1908.247437	10.744823	10.878000	10.714436	11.041564	57.898766	0.995227	0.996011	0.001573
ogg2m001-ep02-20210522-0203-e91.fits	48	0	59358.051534	2459358.051534	2459358.055903	1.231490	43.000000	-55	NaN	180	16.352149	31.578963	NaN	NaN	1.991390	0.871587	11.085907	15	30	45	0.263420	3.401965	1.586744	4.408915	3.275843	0.714654	0.291194	0.556869	0.292718	0.000411	0.002478	0.001258	0.003158	0.002393	0.000968	0.000513	0.000781	0.000429	640.556096	1373.031776	1261.392260	1396.100205	1369.143365	738.246333	567.584614	713.123275	682.636118	4614181.706099	3128.257596	1048.982641	1045.489776	1049.482641	1003.010224	16.352005	31.577363	1215466.152844	706.858347	1709.245972	711.112486	16623.789062	1719.532857	1822.386546	2991	10.273691	10.447411	10.532252	10.362570	15.123435	0.999647	1901.991938	903.275725	1902.491938	1145.224275	16.347053	31.587650	15697282.421524	4176.935580	3758.085832	123379.625000	22207.111916	1863.053908	11.789121	11.079293	10.980711	11.177874	62.857030	0.999071	1994.688811	1225.319062	1995.188811	823.180938	16.346523	31.563745	7321524.349903	3008.551475	2433.571242	84104.171875	10357.838144	1845.031858	11.247898	10.885986	10.666760	11.105211	70.037953	0.997244	109.810485	1358.572434	110.310485	689.927566	16.357459	31.554385	20343534.799088	4701.986049	4326.583403	124685.281250	28780.214429	1879.216719	13.468306	11.601024	10.853250	12.348798	273.708497	0.983239	201.693196	1972.424681	202.193196	76.075319	16.356937	31.508856	15115334.469712	4106.885791	3680.485711	124400.109375	21383.823976	1870.895250	11.259941	10.739184	10.698868	10.779499	65.115085	0.999865	1416.021579	1502.094128	1416.521579	546.405872	16.349886	31.543408	1923153.140762	1911.749162	1005.965207	24356.806641	2720.705144	1830.225339	10.754495	10.665398	10.622371	10.708425	54.544763	0.999391	1701.610896	177.669372	1702.110896	1870.830628	16.348197	31.641507	1040604.014652	1663.151447	625.682055	13807.745117	1472.153535	1832.367647	10.579196	10.575546	10.567863	10.583228	46.948661	0.999543	305.175062	94.837664	305.675062	1953.662336	16.356303	31.648028	1650424.550686	1834.431245	899.692782	24875.751953	2334.873115	1825.927459	9.259506	9.991773	10.255640	9.727906	346.918915	0.996542	1793.891710	1671.048255	1794.391710	377.451745	16.347699	31.530766	1350654.607467	1753.939073	770.069285	17565.861328	1910.785397	1830.187155	11.141007	10.922144	10.703708	11.140579	72.500037	0.997618	0.994881	0.001553
ogg2m001-ep02-20210522-0204-e91.fits	49	0	59358.053666	2459358.053666	2459358.058034	1.241686	44.000000	-55	NaN	180	16.352149	31.578962	NaN	NaN	1.989273	0.871745	11.095296	15	30	45	0.263236	3.412652	1.586738	4.412372	3.303511	0.712148	0.292799	0.556607	0.292519	0.000407	0.002462	0.001247	0.003130	0.002389	0.000955	0.000509	0.000773	0.000424	646.764794	1386.259791	1272.113526	1409.633245	1382.780006	746.020963	575.448433	720.443379	690.674461	4602541.679374	3087.246254	1048.960773	1045.464492	1049.460773	1003.035508	16.352005	31.577364	1211555.041067	706.858347	1687.792133	717.834274	17087.990234	1713.999765	1733.586504	3082	10.270880	10.619349	10.496916	10.741783	80.802367	0.999410	1901.993573	903.303905	1902.493573	1145.196095	16.347053	31.587647	15706872.389982	4168.569259	3767.928853	123266.500000	22220.678946	1778.629449	11.742964	11.173432	10.824179	11.522684	78.916343	0.995452	1994.644162	1225.373364	1995.144162	823.126636	16.346524	31.563741	7303029.078979	2993.445306	2439.673464	86486.859375	10331.672689	1755.549312	11.234205	11.009887	10.543788	11.475986	77.990231	0.991438	109.781504	1358.626887	110.281504	689.873113	16.357459	31.554381	20308127.670718	4689.478952	4330.572304	124685.750000	28730.123589	1791.003916	13.427022	11.728209	10.771913	12.684506	271.887817	0.973642	201.684220	1972.447550	202.184220	76.052450	16.356936	31.508857	15204547.066439	4109.682792	3699.688719	124401.171875	21510.033983	1784.596068	11.313683	10.866931	10.572703	11.161158	81.358181	0.996788	1416.040229	1502.098662	1416.540229	546.401338	16.349886	31.543409	1914372.876223	1885.002020	1015.581339	24219.500000	2708.283610	1741.293173	10.799407	10.822807	10.534780	11.110835	78.184624	0.996629	1701.579684	177.712179	1702.079684	1870.787821	16.348198	31.641500	1042404.400403	1641.757886	634.931867	14110.110352	1474.700560	1743.729222	10.643691	10.802930	10.580173	11.025687	81.490465	0.998141	305.136516	94.830014	305.636516	1953.669986	16.356303	31.648024	1645764.402747	1811.763743	908.376939	25050.757812	2328.280354	1736.424892	9.303578	10.150817	10.166817	10.134817	318.560802	0.999353	1793.895745	1671.071849	1794.395745	377.428151	16.347699	31.530767	1346331.755549	1727.489332	779.357493	17732.482422	1904.669813	1740.402945	11.122232	11.056973	10.550309	11.563638	79.740472	0.990465	0.994188	0.001537
ogg2m001-ep02-20210522-0205-e91.fits	50	0	59358.055799	2459358.055799	2459358.060167	1.252209	44.500000	-55	NaN	180	16.352148	31.578936	NaN	NaN	1.989387	0.871903	11.497903	15	30	45	0.263444	3.592457	1.585819	4.583193	3.550718	0.710933	0.292822	0.557580	0.292737	0.000405	0.002577	0.001245	0.003238	0.002549	0.000951	0.000506	0.000771	0.000423	649.784742	1393.947914	1273.349404	1415.542309	1392.812775	747.815053	578.448827	722.795493	692.698696	4532745.696138	3031.201725	1048.779627	1045.122012	1049.279627	1003.377988	16.352005	31.577364	1194122.828233	706.858347	1655.153749	721.457344	13268.166016	1689.338229	1631.491760	3048	10.829857	11.468902	11.420383	11.517420	55.862559	0.999478	1901.779225	902.888824	1902.279225	1145.611176	16.347053	31.587655	16283695.204842	4228.705489	3850.751784	123268.476562	23036.716299	1679.089227	11.898714	11.843331	11.608876	12.077786	66.454152	0.996621	1994.435731	1224.999229	1994.935731	823.500771	16.346524	31.563745	7188113.359366	2959.709595	2428.654950	64774.867188	10169.100201	1656.731988	11.768396	11.832419	11.499733	12.165105	69.244622	0.994370	109.582373	1358.220942	110.082373	690.279058	16.357459	31.554381	20774450.332878	4730.759140	4391.356592	124264.343750	29389.835204	1698.533216	13.453182	12.148859	11.828133	12.469586	88.130407	0.997204	201.483187	1972.081323	201.983187	76.418677	16.356936	31.508853	16094503.087161	4205.499267	3827.013647	124402.421875	22769.064204	1685.940574	11.404634	11.527019	11.401482	11.652556	66.304487	0.998965	1415.827774	1501.741214	1416.327774	546.758786	16.349886	31.543409	1883462.011027	1853.726342	1016.041024	18774.662109	2664.553682	1643.825114	11.336300	11.644422	11.475143	11.813700	62.810246	0.997509	1701.374726	177.345511	1701.874726	1871.154489	16.348198	31.641505	1026658.121994	1607.417618	638.700304	11282.561523	1452.424133	1640.635524	11.076738	11.618223	11.484760	11.751685	62.946415	0.998465	304.981755	94.487116	305.481755	1954.012884	16.356303	31.648024	1622625.563117	1779.913242	911.631828	20326.736328	2295.545593	1635.974267	9.802182	11.024372	11.164080	10.884663	354.976727	0.999338	1793.673401	1670.724564	1794.173401	377.775436	16.347699	31.530767	1326904.427537	1697.639092	781.617503	13156.318359	1877.185766	1641.386383	11.911127	11.858188	11.540862	12.175514	66.983490	0.994065	0.994972	0.001531
ogg2m001-ep02-20210522-0206-e91.fits	51	0	59358.057931	2459358.057931	2459358.062299	1.263084	43.899000	-55	NaN	180	16.352149	31.578950	NaN	NaN	1.996758	0.872075	11.356329	15	30	45	0.263127	3.636117	1.588347	4.658298	3.597149	0.713055	0.291261	0.558092	0.292635	0.000400	0.002581	0.001236	0.003256	0.002556	0.000943	0.000499	0.000763	0.000417	657.269950	1408.662652	1284.648738	1430.890609	1407.529577	756.069007	584.228642	731.155990	701.682540	4505771.086801	2979.696739	1048.808529	1045.267595	1049.308529	1003.232405	16.352005	31.577366	1185591.757847	706.858347	1624.506432	729.816598	11988.473633	1677.269233	1528.132295	3161	10.650081	11.811585	12.029161	11.594008	14.247672	0.998244	1901.835583	903.001890	1902.335583	1145.498110	16.347053	31.587661	16383510.262723	4228.778160	3874.289367	123381.523438	23177.925720	1575.131052	11.562918	12.174333	12.189520	12.159147	43.251403	0.998327	1994.487778	1225.144617	1994.987778	823.355383	16.346524	31.563748	7156726.674812	2938.754726	2435.292272	56665.027344	10124.697126	1551.591486	11.732622	12.230302	12.141825	12.318780	53.753058	0.997687	109.770612	1358.319408	110.270612	690.180592	16.357459	31.554386	20989224.830431	4744.043937	4424.331880	124264.476562	29693.678964	1593.878177	13.300356	12.385609	12.416379	12.354839	23.659181	0.999946	201.652174	1972.131960	202.152174	76.368040	16.356936	31.508859	16207928.007628	4208.865963	3850.901442	124402.539062	22929.527642	1582.733080	11.314457	11.818579	11.930927	11.706231	23.173267	0.999242	1415.886686	1501.904748	1416.386686	546.595252	16.349886	31.543409	1875515.902045	1826.101334	1027.060146	16737.318359	2653.312237	1534.081816	11.231877	12.020845	12.095779	11.945911	35.513328	0.998530	1701.444235	177.502363	1701.944235	1870.997637	16.348198	31.641511	1016335.569164	1576.003421	644.881576	10091.284180	1437.820708	1536.127353	11.040922	11.963049	12.097587	11.828510	27.079702	0.998525	305.048721	94.621141	305.548721	1953.878859	16.356303	31.648031	1613919.615591	1749.331242	922.592347	18359.525391	2283.229196	1530.247442	9.614533	11.475657	11.810122	11.141192	355.124661	0.996508	1793.704869	1670.889830	1794.204869	377.610170	16.347699	31.530766	1318547.088740	1664.565444	792.126914	11905.997070	1865.362550	1534.581842	11.759194	12.241216	12.157089	12.325344	52.611575	0.997260	0.993777	0.001512
ogg2m001-ep02-20210522-0207-e91.fits	52	0	59358.060062	2459358.060062	2459358.064430	1.274341	44.000000	-55	NaN	180	16.352149	31.578932	NaN	NaN	1.996758	0.872234	11.136627	15	30	45	0.264804	3.485759	1.589958	4.456620	3.369970	0.712017	0.293526	0.555663	0.293266	0.000388	0.002415	0.001206	0.003037	0.002341	0.000915	0.000484	0.000739	0.000406	681.769250	1443.295679	1318.563728	1467.603715	1439.496248	778.455450	606.950991	752.099878	723.143354	4573086.772346	2934.860074	1048.848777	1045.057282	1049.348777	1003.442718	16.352005	31.577364	1210973.688442	706.858347	1597.179236	758.195237	14012.692383	1713.177320	1396.860812	2959	10.392435	10.775478	10.956807	10.594149	4.486276	0.998840	1901.782803	902.803961	1902.282803	1145.696039	16.347053	31.587655	15940679.644071	4162.539508	3829.556359	123381.203125	22551.448548	1439.866223	11.746011	11.263407	11.257833	11.268982	46.036907	0.999252	1994.505103	1224.927429	1995.005103	823.572571	16.346524	31.563744	7271014.381194	2938.299986	2474.565026	71642.429688	10286.381156	1418.399351	11.244099	11.144961	11.016160	11.273762	61.773990	0.998251	109.693169	1358.119690	110.193169	690.380310	16.357459	31.554386	20380510.361124	4666.051454	4367.828037	124687.054688	28832.524149	1453.963744	13.477397	11.722509	11.272207	12.172812	276.952607	0.993754	201.564052	1971.957452	202.064052	76.542548	16.356937	31.508859	15411166.707758	4098.463507	3760.230311	124402.703125	21802.340981	1445.319255	11.292347	10.967185	11.005524	10.928847	10.053663	0.999945	1415.908347	1501.659245	1416.408347	546.840755	16.349886	31.543410	1901917.040266	1802.843829	1054.953851	20120.455078	2690.662207	1405.106385	10.878685	10.932325	10.959795	10.904855	37.883025	0.999582	1701.413906	177.228151	1701.913906	1871.271849	16.348198	31.641509	1037720.755328	1544.891877	671.710927	12356.369141	1468.074558	1404.315811	10.607939	10.947442	11.038774	10.856109	24.373497	0.999360	305.045227	94.354554	305.545227	1954.145446	16.356303	31.648031	1633448.976752	1725.244003	946.793018	22175.570312	2310.857591	1400.229080	9.089429	10.277044	10.601761	9.952327	349.143559	0.995383	1793.743764	1670.658520	1794.243764	377.841480	16.347699	31.530765	1341129.536292	1642.767511	816.384259	14060.334961	1897.310178	1405.780661	11.501299	11.216067	11.105148	11.326986	59.427389	0.998321	1.000111	0.001467
ogg2m001-ep02-20210522-0208-e91.fits	53	0	59358.062194	2459358.062194	2459358.066562	1.285977	44.000000	-55	NaN	180	16.352150	31.578923	NaN	NaN	1.988871	0.872394	11.318426	15	30	45	0.264088	3.531606	1.589574	4.488759	3.411069	0.713560	0.292420	0.555990	0.292689	0.000380	0.002404	0.001187	0.003006	0.002329	0.000900	0.000472	0.000726	0.000396	695.026363	1468.893510	1338.679536	1493.368152	1464.870339	793.023913	619.693932	766.262819	738.367346	4560411.663080	2871.601393	1048.994819	1044.911263	1049.494819	1003.588737	16.352005	31.577366	1204347.798815	706.858347	1558.051804	772.983155	13462.374023	1703.803603	1256.732548	3045	10.526923	10.956828	11.143444	10.770212	17.111498	0.998304	1901.980481	902.621161	1902.480481	1145.878839	16.347053	31.587661	16105578.634672	4167.902017	3864.193200	123380.296875	22784.732898	1300.658323	11.756724	11.399275	11.381832	11.416719	46.996040	0.998067	1994.693276	1224.758663	1995.193276	823.741337	16.346523	31.563749	7249112.368940	2913.375291	2488.217838	67359.414062	10255.396147	1278.000695	11.537988	11.356094	11.231810	11.480379	56.625354	0.996926	109.812659	1357.913043	110.312659	690.586957	16.357459	31.554390	20470588.789098	4663.672919	4389.370598	124686.250000	28959.959056	1314.165666	13.519134	11.778684	11.383731	12.173636	273.368157	0.995450	201.688705	1971.790494	202.188705	76.709506	16.356937	31.508858	15555877.935745	4101.550739	3792.682067	124401.757812	22007.065490	1303.412240	11.278199	11.074265	11.116739	11.031790	35.312040	0.999465	1416.036232	1501.526408	1416.536232	546.973592	16.349886	31.543409	1899045.615515	1768.939223	1073.550516	19210.050781	2686.599972	1263.140398	11.133896	11.136702	11.195355	11.078049	37.247735	0.998447	1701.641485	177.064573	1702.141485	1871.435427	16.348198	31.641515	1031829.252870	1503.535087	686.268822	11418.412109	1459.739787	1265.195284	10.833084	11.069252	11.174626	10.963878	29.590817	0.998619	305.210099	94.229153	305.710099	1954.270847	16.356303	31.648033	1629536.794694	1690.068291	964.183994	20847.074219	2305.322985	1260.430135	9.567626	10.438245	10.730523	10.145968	352.011392	0.996612	1793.885030	1670.516311	1794.385030	377.983689	16.347699	31.530766	1334784.114169	1600.482392	833.988628	13285.718750	1888.333242	1264.092636	11.712266	11.398071	11.286077	11.510064	56.619719	0.997520	0.997404	0.001435
