 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	Variance_T2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	BJD_TDB
160	ogg2m001-ep05-20210522-0314-e91.fits.fz	160.000000	0.000000	59358.080081	2459358.080081	NaN	NaN	NaN	NaN	NaN	1.400486	14.990367	16.000000	60.000000	90.000000	0.928049	1.143274	0.000000	0.001308	0.001515	0.000000	709.651304	754.450987	0.000000	1412316.456313	1375.535852	1047.655528	1035.557952	1048.155528	1012.942048	16.351999	31.577631	1310698.582986	804.247719	1334.784577	981.955145	14460.574219	1629.719987	549.394992	9469.000000	10.034784	10.886349	11.151212	10.621486	0.130667	0.997635	7596663.858478	19.451562	1059.026497	19.951562	989.473503	16.357994	31.576897	1614664.446856	1451.645697	1112.299268	22476.068359	2007.670532	550.215643	8.812511	12.056320	12.172620	11.940020	341.531953	0.999418	14160145.133255	1989.707842	1207.085417	1990.207842	841.414583	16.346522	31.563869	1412316.456313	1375.535852	1026.739110	13232.657227	1756.071447	549.774863	11.484763	12.507837	12.648981	12.366693	21.925214	0.999021	7074820.586726	2459358.084431
161	ogg2m001-ep05-20210522-0315-e91.fits.fz	161.000000	0.000000	59358.080894	2459358.080894	NaN	NaN	NaN	NaN	NaN	1.406491	14.629814	16.000000	60.000000	90.000000	0.932201	1.143044	0.000000	0.001308	0.001511	0.000000	712.656466	756.411427	0.000000	1417755.089636	1377.028522	1047.538152	1035.126344	1048.038152	1013.373656	16.351984	31.577369	1321633.206396	804.247719	1338.442556	987.441112	18222.285156	1643.316076	547.525324	9526.000000	9.569559	10.324143	10.544025	10.104261	10.885599	0.997898	9220440.048289	19.302099	1058.556779	19.802099	989.943221	16.357947	31.576755	1620556.451673	1453.446014	1114.975332	25377.183594	2014.996639	548.162207	8.373078	11.629873	11.716087	11.543659	351.846848	0.999761	16903996.246480	1989.580068	1206.694732	1990.080068	841.805268	16.346538	31.563575	1417755.089636	1377.028522	1029.575690	16632.726562	1762.833833	548.507626	10.956437	12.009443	12.113524	11.905361	31.870845	0.998465	8557466.182493	2459358.085244
162	ogg2m001-ep05-20210522-0316-e91.fits.fz	162.000000	0.000000	59358.081707	2459358.081707	NaN	NaN	NaN	NaN	NaN	1.412602	15.006510	16.000000	60.000000	90.000000	0.935196	1.145410	0.000000	0.001313	0.001516	0.000000	712.160976	755.620039	0.000000	1414272.435752	1376.236873	1048.459996	1035.111958	1048.959996	1013.388042	16.351999	31.577648	1322622.426052	804.247719	1338.907922	987.836732	15655.261719	1644.546070	547.635994	9048.000000	10.056320	10.696659	10.749480	10.643837	19.212067	0.999841	8094267.322539	20.356927	1058.672652	20.856927	989.827348	16.357994	31.576910	1619921.384397	1452.967458	1114.905482	23355.998047	2014.206998	548.576994	8.923713	11.820943	11.820042	11.821845	314.473925	0.999931	14955163.706102	1990.528572	1206.695857	1991.028572	841.804143	16.346521	31.563877	1414272.435752	1376.236873	1027.637367	14439.333984	1758.503508	547.748468	11.409683	12.321007	12.253783	12.388230	56.255073	0.999188	7597608.790011	2459358.086057
163	ogg2m001-ep05-20210522-0317-e91.fits.fz	163.000000	0.000000	59358.082520	2459358.082520	NaN	NaN	NaN	NaN	NaN	1.418765	14.692927	16.000000	60.000000	90.000000	0.932484	1.144140	0.000000	0.001304	0.001508	0.000000	714.982053	758.939282	0.000000	1422998.388503	1378.103807	1047.932352	1035.090427	1048.432352	1013.409573	16.351999	31.577641	1326923.005469	804.247719	1339.000949	990.979884	16709.451172	1649.893402	543.779580	9265.000000	9.576216	10.173843	10.028836	10.318850	273.670654	0.999174	9415649.131713	19.755547	1058.653572	20.255547	989.846428	16.357994	31.576903	1628109.704306	1454.630130	1119.260265	26390.845703	2024.388339	544.327744	8.530603	11.504529	11.403094	11.605963	289.691449	0.999480	17227868.565817	1990.001769	1206.747864	1990.501769	841.752136	16.346522	31.563866	1422998.388503	1378.103807	1032.577068	15162.439453	1769.353340	544.697731	10.965452	11.870640	11.653398	12.087882	71.542843	0.997906	8748812.806923	2459358.086870
164	ogg2m001-ep05-20210522-0318-e91.fits.fz	164.000000	0.000000	59358.083333	2459358.083333	NaN	NaN	NaN	NaN	NaN	1.425036	14.192769	16.000000	60.000000	90.000000	0.930908	1.144853	0.000000	0.001304	0.001509	0.000000	713.984277	758.534932	0.000000	1420716.230292	1376.770956	1047.748964	1035.223332	1048.248964	1013.276668	16.351998	31.577637	1322556.509547	804.247719	1337.393124	988.906317	19011.681641	1644.464109	542.963243	9290.000000	9.176291	10.048555	9.790580	10.306530	79.813450	0.997004	9980494.008241	19.549943	1058.795659	20.049943	989.704341	16.357994	31.576898	1626510.563868	1453.797488	1118.801331	27665.007812	2022.399971	542.955722	7.991457	11.332840	11.090124	11.575555	270.048842	0.998167	18831883.485195	1989.794675	1206.824301	1990.294675	841.675699	16.346522	31.563869	1420716.230292	1376.770956	1031.919089	17050.220703	1766.515709	543.224598	10.717632	11.768839	11.426267	12.111412	74.724379	0.995438	9221294.918835	2459358.087683
165	ogg2m001-ep05-20210522-0319-e91.fits.fz	165.000000	0.000000	59358.084148	2459358.084148	NaN	NaN	NaN	NaN	NaN	1.431393	13.926522	16.000000	60.000000	90.000000	0.932579	1.144203	0.000000	0.001301	0.001504	0.000000	716.641856	760.639126	0.000000	1424912.209330	1376.932145	1048.825141	1035.182480	1049.325141	1013.317520	16.352000	31.577579	1328843.442965	804.247719	1337.680079	993.394059	20854.126953	1652.281270	537.062563	9223.000000	8.920983	9.823847	9.846482	9.801212	2.587189	0.999979	10743375.286813	20.661516	1058.679706	21.161516	989.820294	16.357988	31.576838	1630389.285997	1453.338629	1121.823402	29074.242188	2027.222766	538.418565	8.152180	11.164403	11.186337	11.142470	321.596861	0.999704	19802327.466450	1990.849835	1206.780676	1991.349835	841.719324	16.346529	31.563833	1424912.209330	1376.932145	1034.845627	18368.634766	1771.732981	538.619144	10.513633	11.619491	11.525708	11.713274	62.332707	0.999195	9920530.452237	2459358.088498
166	ogg2m001-ep05-20210522-0320-e91.fits.fz	166.000000	0.000000	59358.084960	2459358.084960	NaN	NaN	NaN	NaN	NaN	1.437838	14.276080	16.000000	60.000000	90.000000	0.933416	1.144289	0.000000	0.001308	0.001512	0.000000	713.526933	756.977663	0.000000	1412747.402250	1371.254676	1047.678950	1035.370507	1048.178950	1013.129493	16.351999	31.577640	1318680.799727	804.247719	1333.139136	989.154668	16516.707031	1639.645060	534.564794	9371.000000	9.590354	10.528790	10.487979	10.569600	301.952811	0.999689	8466917.730060	19.600803	1058.893482	20.100803	989.606518	16.357994	31.576905	1616590.990689	1448.660660	1115.921095	25463.000000	2010.065993	536.407446	8.367618	11.697675	11.638365	11.756986	300.279668	0.999574	16062657.316770	1989.687066	1206.910206	1990.187066	841.589794	16.346522	31.563874	1412747.402250	1371.254676	1030.258950	14948.818359	1756.607284	535.365546	10.943746	12.152234	11.972792	12.331676	77.286464	0.998931	7861090.062137	2459358.089310
167	ogg2m001-ep05-20210522-0321-e91.fits.fz	167.000000	0.000000	59358.085775	2459358.085775	NaN	NaN	NaN	NaN	NaN	1.444367	14.866509	16.000000	60.000000	90.000000	0.935330	1.144727	0.000000	0.001314	0.001516	0.000000	712.041899	754.989512	0.000000	1402366.865790	1364.909401	1047.434668	1035.130993	1047.934668	1013.369007	16.351999	31.577634	1311676.222160	804.247719	1328.022292	987.691419	15474.784180	1630.935582	525.872987	9339.000000	10.030404	11.118773	11.126462	11.111084	343.483596	0.999997	7311089.166435	19.274258	1058.584385	19.774258	989.915615	16.357995	31.576905	1605326.573672	1442.173682	1113.129850	21059.724609	1996.059840	528.330141	8.775606	12.122299	12.126226	12.118371	316.597881	0.999865	13642501.439074	1989.497081	1206.720441	1989.997081	841.779559	16.346522	31.563863	1402366.865790	1364.909401	1027.443188	13964.153320	1743.700146	527.228448	11.517436	12.640338	12.608819	12.671857	51.052803	0.999434	6695882.884786	2459358.090125
168	ogg2m001-ep05-20210522-0322-e91.fits.fz	168.000000	0.000000	59358.086589	2459358.086589	NaN	NaN	NaN	NaN	NaN	1.450978	15.072407	16.000000	60.000000	90.000000	0.935399	1.147340	0.000000	0.001309	0.001514	0.000000	714.388260	758.005734	0.000000	1406685.227908	1364.958710	1048.587785	1034.993723	1049.087785	1013.506277	16.351999	31.577643	1315811.540858	804.247719	1327.525044	991.176435	14665.586914	1636.077429	520.607328	9312.000000	10.029907	10.957014	11.076311	10.837717	4.926870	0.999512	7553067.228173	20.359524	1058.527161	20.859524	989.972839	16.357995	31.576905	1613946.279480	1442.537513	1118.824477	21194.562500	2006.777565	521.807492	8.685772	12.022849	12.128532	11.917166	351.735252	0.999664	13715569.312351	1990.553743	1206.577456	1991.053743	841.922544	16.346521	31.563876	1406685.227908	1364.958710	1030.569802	13353.725586	1749.069589	522.318744	11.635033	12.541660	12.554119	12.529201	42.979082	0.999205	6849096.270099	2459358.090940
169	ogg2m001-ep05-20210522-0323-e91.fits.fz	169.000000	0.000000	59358.087402	2459358.087402	NaN	NaN	NaN	NaN	NaN	1.457674	14.957016	16.000000	60.000000	90.000000	0.929634	1.144087	0.000000	0.001297	0.001504	0.000000	716.565207	760.840890	0.000000	1410163.499848	1361.201989	1047.625392	1035.324618	1048.125392	1013.175382	16.351999	31.577638	1310935.330677	804.247719	1321.241485	992.199644	14902.094727	1630.014359	507.272301	9353.000000	9.822441	10.841093	10.916163	10.766023	349.496910	0.999780	7733482.515611	19.446050	1058.825425	19.946050	989.674575	16.357994	31.576909	1613349.788597	1439.151902	1121.042043	22452.037109	2006.035889	510.710270	8.479394	11.940706	11.906740	11.974671	305.410427	0.999700	14313709.881746	1989.686088	1206.904648	1990.186088	841.595352	16.346522	31.563866	1410163.499848	1361.201989	1035.969321	12816.527344	1753.394465	506.792549	11.496807	12.477219	12.500913	12.453525	39.232650	0.999639	6903892.497728	2459358.091752
170	ogg2m001-ep05-20210522-0324-e91.fits.fz	170.000000	0.000000	59358.088215	2459358.088215	NaN	NaN	NaN	NaN	NaN	1.464430	14.414506	16.000000	60.000000	90.000000	0.933474	1.145554	0.000000	0.001303	0.001507	0.000000	716.435355	760.121258	0.000000	1410936.110482	1364.470270	1047.563215	1034.866394	1048.063215	1013.633606	16.351999	31.577644	1317072.078200	804.247719	1325.629298	993.544787	16890.222656	1637.644779	514.920115	9426.000000	9.423523	10.352376	10.281759	10.422993	89.845294	0.999814	8988608.904367	19.527211	1058.434385	20.027211	990.065615	16.357994	31.576904	1616303.498569	1441.621602	1121.170421	26002.742188	2009.708526	515.674754	8.021063	11.468008	11.370005	11.566011	278.808940	0.999678	17003847.509264	1989.520962	1206.556979	1990.020962	841.943021	16.346522	31.563867	1410936.110482	1364.470270	1034.054124	15130.466797	1754.355128	516.424162	10.841917	11.905977	11.764460	12.047493	63.510387	0.998442	8316333.430831	2459358.092565
171	ogg2m001-ep05-20210522-0325-e91.fits.fz	171.000000	0.000000	59358.089028	2459358.089028	NaN	NaN	NaN	NaN	NaN	1.471307	14.816045	16.000000	60.000000	90.000000	0.933035	1.144810	0.000000	0.001300	0.001503	0.000000	717.820751	761.688492	0.000000	1415557.067293	1365.955117	1048.407647	1035.201837	1048.907647	1013.298163	16.351998	31.577650	1320763.831738	804.247719	1327.085809	995.236195	15993.389648	1642.235097	513.777457	9306.000000	10.033239	10.651094	10.666041	10.636146	323.170611	0.999900	8078296.649025	20.320342	1058.664204	20.820342	989.835796	16.357994	31.576923	1620544.397434	1442.637681	1123.320442	25052.156250	2014.981651	514.624839	8.652781	11.638983	11.604582	11.673384	305.115597	0.999695	15658969.713395	1990.431074	1206.729302	1990.931074	841.770698	16.346521	31.563882	1415557.067293	1365.955117	1036.313016	15170.603516	1760.100816	515.252519	11.347608	12.220882	12.142494	12.299271	67.375255	0.999668	7671864.911286	2459358.093378
172	ogg2m001-ep05-20210522-0326-e91.fits.fz	172.000000	0.000000	59358.089841	2459358.089841	NaN	NaN	NaN	NaN	NaN	1.478278	14.926821	16.000000	60.000000	90.000000	0.935646	1.143936	0.000000	0.001303	0.001503	0.000000	717.836865	760.877238	0.000000	1413471.892632	1364.987286	1047.887747	1035.243502	1048.387747	1013.256498	16.351999	31.577645	1322509.305772	804.247719	1327.843216	995.983027	14724.897461	1644.405416	514.056084	9383.000000	9.917194	10.574323	10.537797	10.610849	286.353056	0.999933	8271388.557905	19.703443	1058.786887	20.203443	989.713113	16.357994	31.576910	1616921.940380	1441.455807	1121.728417	23201.914062	2010.477495	514.606247	8.624943	11.663094	11.570142	11.756046	293.767670	0.999443	15340580.683910	1989.840295	1206.859324	1990.340295	841.640676	16.346522	31.563872	1413471.892632	1364.987286	1035.520189	13595.998047	1757.508114	514.950204	11.422281	12.175846	12.055216	12.296476	69.529547	0.999312	7599281.619319	2459358.094191
173	ogg2m001-ep05-20210522-0327-e91.fits.fz	173.000000	0.000000	59358.090654	2459358.090654	NaN	NaN	NaN	NaN	NaN	1.485341	14.696637	16.000000	60.000000	90.000000	0.934380	1.145251	0.000000	0.001305	0.001508	0.000000	716.076388	759.575575	0.000000	1414910.296770	1368.952456	1047.333252	1034.917368	1047.833252	1013.582632	16.351999	31.577630	1322063.186666	804.247719	1331.362129	993.015467	16863.718750	1643.850713	524.526037	9363.000000	9.678238	10.394041	10.466603	10.321480	37.688979	0.996941	8824607.552864	19.164436	1058.308247	19.664436	990.191753	16.357994	31.576900	1620427.750209	1446.765630	1120.034729	24230.964844	2014.836612	526.651001	8.436581	11.526528	11.512892	11.540163	47.967356	0.999476	16743805.302044	1989.370679	1206.500003	1989.870679	841.999997	16.346521	31.563865	1414910.296770	1368.952456	1033.571539	15338.867188	1759.296623	525.629208	11.048272	12.019082	11.991861	12.046303	46.925400	0.995451	8142998.707529	2459358.095004
174	ogg2m001-ep05-20210522-0328-e91.fits.fz	174.000000	0.000000	59358.091466	2459358.091466	NaN	NaN	NaN	NaN	NaN	1.492504	14.923277	16.000000	60.000000	90.000000	0.932132	1.145451	0.000000	0.001309	0.001515	0.000000	712.221431	756.148623	0.000000	1408584.865288	1369.598102	1048.634487	1034.993058	1049.134487	1013.506942	16.351998	31.577630	1312987.335698	804.247719	1329.925870	987.263550	15392.166016	1632.565818	531.182224	9171.000000	10.047106	10.733593	10.823353	10.643833	35.888167	0.997140	7940609.123349	20.585834	1058.454386	21.085834	990.045614	16.357993	31.576898	1613465.481671	1446.346657	1115.545484	22765.914062	2006.179742	532.737793	8.595585	11.818873	11.813180	11.824566	46.678335	0.999729	14725084.314006	1990.666886	1206.502152	1991.166886	841.997848	16.346521	31.563868	1408584.865288	1369.598102	1028.465842	14766.975586	1751.431594	534.012205	11.430503	12.333182	12.319642	12.346722	46.003909	0.996073	7500871.846238	2459358.095816
175	ogg2m001-ep05-20210522-0329-e91.fits.fz	175.000000	0.000000	59358.092282	2459358.092282	NaN	NaN	NaN	NaN	NaN	1.499766	15.133930	16.000000	60.000000	90.000000	0.932188	1.146545	0.000000	0.001317	0.001525	0.000000	707.789866	751.874192	0.000000	1399909.169458	1369.090984	1047.699939	1035.015116	1048.199939	1013.484884	16.351998	31.577633	1304979.209934	804.247719	1330.621768	980.728890	14302.863281	1622.608530	542.760326	9625.000000	10.049629	10.979991	10.855783	11.104200	63.929663	0.998641	7485171.861233	19.565385	1058.480998	20.065385	990.019002	16.357993	31.576904	1605058.540575	1446.753609	1109.420796	22532.347656	1995.726568	544.118166	8.692843	12.126861	12.047455	12.206266	273.667908	0.999826	13499627.828720	1989.772793	1206.555607	1990.272793	841.944393	16.346521	31.563866	1399909.169458	1369.090984	1022.509961	13392.396484	1740.644252	544.412872	11.736040	12.554227	12.336015	12.772438	61.912549	0.996102	6908390.532462	2459358.096632
176	ogg2m001-ep05-20210522-0330-e91.fits.fz	176.000000	0.000000	59358.093094	2459358.093094	NaN	NaN	NaN	NaN	NaN	1.507124	14.993063	16.000000	60.000000	90.000000	0.931156	1.143894	0.000000	0.001317	0.001524	0.000000	706.784939	750.633837	0.000000	1405707.637419	1376.369543	1047.911367	1035.015063	1048.411367	1013.484937	16.351998	31.577639	1308933.170996	804.247719	1336.860850	979.109510	15498.333984	1627.524878	557.637848	9354.000000	9.893365	10.722949	10.737928	10.707970	43.596205	0.996747	8009890.989859	19.740073	1058.534949	20.240073	989.965051	16.357994	31.576902	1607980.940105	1452.606346	1106.962629	22621.593750	1999.360274	558.645790	8.705020	11.974227	11.935445	12.013010	52.793109	0.999419	14502641.584227	1989.888782	1206.617952	1990.388782	841.882048	16.346522	31.563870	1405707.637419	1376.369543	1021.315565	13904.002930	1747.854055	559.439763	11.246874	12.386865	12.313137	12.460593	49.984204	0.995271	7488729.830765	2459358.097444
177	ogg2m001-ep05-20210522-0331-e91.fits.fz	177.000000	0.000000	59358.093907	2459358.093907	NaN	NaN	NaN	NaN	NaN	1.514579	14.573905	16.000000	60.000000	90.000000	0.934441	1.144000	0.000000	0.001323	0.001526	0.000000	706.420057	749.556142	0.000000	1410653.969455	1383.432477	1048.525282	1034.836360	1049.025282	1013.663640	16.351998	31.577647	1318173.028518	804.247719	1345.642354	979.586459	16430.951172	1639.013698	573.949805	9247.000000	9.524219	10.356382	10.468081	10.244683	16.687702	0.999333	8889357.096945	20.430990	1058.373624	20.930990	990.126376	16.357994	31.576917	1613787.989091	1459.658194	1105.593074	25277.158203	2006.580747	575.864286	8.046424	11.634768	11.695332	11.574204	349.025165	0.999874	16724339.253000	1990.487630	1206.444009	1990.987630	842.055991	16.346522	31.563868	1410653.969455	1383.432477	1019.676777	14796.073242	1754.004314	575.566888	11.158008	12.119956	12.175370	12.064542	38.063938	0.998545	7979427.239816	2459358.098257
178	ogg2m001-ep05-20210522-0332-e91.fits.fz	178.000000	0.000000	59358.094721	2459358.094721	NaN	NaN	NaN	NaN	NaN	1.522136	14.362569	16.000000	60.000000	90.000000	0.930941	1.147222	0.000000	0.001323	0.001533	0.000000	703.721174	748.254412	0.000000	1405296.349798	1381.318185	1047.556456	1035.122070	1048.056456	1013.377930	16.351999	31.577634	1308247.451237	804.247719	1342.547861	974.451257	16347.218750	1626.672255	575.870623	9389.000000	9.459502	10.416907	10.444654	10.389161	40.219881	0.998971	8767128.132412	19.530079	1058.638074	20.030079	989.861926	16.357994	31.576899	1612186.622034	1459.822680	1104.371541	25132.330078	2004.589610	578.467690	8.076806	11.799552	11.807423	11.791681	32.453974	0.999990	16268139.346391	1989.652403	1206.699883	1990.152403	841.800117	16.346521	31.563865	1405296.349798	1381.318185	1017.358901	14962.200195	1747.342661	575.705598	10.977496	12.198988	12.191187	12.206790	45.795621	0.997879	7828604.888047	2459358.099071
179	ogg2m001-ep05-20210522-0333-e91.fits.fz	179.000000	0.000000	59358.095534	2459358.095534	NaN	NaN	NaN	NaN	NaN	1.529795	14.118455	16.000000	60.000000	90.000000	0.931207	1.145332	0.000000	0.001315	0.001522	0.000000	708.117584	752.319388	0.000000	1412021.876938	1379.488893	1047.518917	1034.973762	1048.018917	1013.526238	16.351999	31.577650	1314884.140455	804.247719	1340.823038	980.654496	18580.347656	1634.924301	563.116387	9494.000000	9.202783	10.094485	10.141509	10.047462	25.813265	0.999775	9723290.559553	19.438277	1058.523491	19.938277	989.976509	16.357995	31.576914	1617233.159594	1457.648513	1109.480883	29337.232422	2010.864465	566.159744	8.168212	11.451720	11.509647	11.393793	347.039494	0.999873	18095095.522988	1989.496091	1206.548088	1989.996091	841.951912	16.346522	31.563879	1412021.876938	1379.488893	1023.583361	15787.943359	1755.705168	562.709886	10.621801	11.792621	11.784170	11.801072	45.988783	0.998275	8908403.168059	2459358.099884
180	ogg2m001-ep05-20210522-0334-e91.fits.fz	180.000000	0.000000	59358.096348	2459358.096348	NaN	NaN	NaN	NaN	NaN	1.537562	14.806897	16.000000	60.000000	90.000000	0.931894	1.143800	0.000000	0.001316	0.001521	0.000000	708.341850	751.853446	0.000000	1406954.745471	1374.735461	1048.450204	1034.856679	1048.950204	1013.643321	16.351998	31.577647	1311131.993382	804.247719	1336.008939	981.379656	15030.191406	1630.258889	553.131044	9589.000000	10.080403	10.784688	10.593915	10.975460	280.947264	0.998547	7876310.797423	20.453130	1058.392115	20.953130	990.107885	16.357993	31.576915	1609274.349153	1452.185450	1108.174131	21690.451172	2000.968496	556.827516	8.949372	11.929991	11.770399	12.089583	287.337164	0.998942	14412383.459049	1990.414029	1206.540071	1990.914029	841.959929	16.346521	31.563866	1406954.745471	1374.735461	1023.436716	15010.677734	1749.404707	553.939659	11.272462	12.360646	12.074469	12.646823	81.616008	0.997664	7487380.281239	2459358.100698
181	ogg2m001-ep05-20210522-0335-e91.fits.fz	181.000000	0.000000	59358.097161	2459358.097161	NaN	NaN	NaN	NaN	NaN	1.545472	14.643974	16.000000	60.000000	90.000000	0.927126	1.141590	0.000000	0.001308	0.001515	0.000000	708.994080	753.702521	0.000000	1414164.490118	1378.114858	1047.867259	1034.937054	1048.367259	1013.562946	16.351999	31.577644	1311109.183339	804.247719	1336.881548	980.722028	16134.774414	1630.230527	554.887082	9270.000000	9.685479	10.356049	10.263708	10.448390	86.768490	0.999678	8880924.885580	19.779121	1058.473777	20.279121	990.026223	16.357995	31.576905	1614396.350670	1453.573667	1110.639514	24950.947266	2007.337182	556.907117	8.292197	11.621371	11.553121	11.689620	290.375842	0.999760	16653335.503856	1989.814773	1206.577132	1990.314773	841.922868	16.346522	31.563871	1414164.490118	1378.114858	1026.158656	15284.432617	1758.369289	554.863223	11.147349	12.090109	11.955268	12.224950	65.178461	0.998814	8189910.500879	2459358.101511
182	ogg2m001-ep05-20210522-0336-e91.fits.fz	182.000000	0.000000	59358.097974	2459358.097974	NaN	NaN	NaN	NaN	NaN	1.553422	14.686452	16.000000	60.000000	90.000000	0.931965	1.144460	0.000000	0.001314	0.001520	0.000000	709.089795	752.937388	0.000000	1410071.700406	1376.246159	1047.594033	1034.916204	1048.094033	1013.583796	16.351998	31.577645	1314137.329430	804.247719	1337.731769	982.362354	16034.139648	1633.995718	554.319452	9429.000000	9.771790	10.448110	10.582307	10.313912	26.108068	0.998243	8523617.671662	19.429046	1058.440402	19.929046	990.059598	16.357994	31.576914	1613770.965676	1453.590586	1110.196352	24411.472656	2006.559580	555.317480	8.535095	11.698898	11.768042	11.629754	16.057464	0.999805	15855749.750091	1989.573998	1206.514128	1990.073998	841.985872	16.346521	31.563870	1410071.700406	1376.246159	1024.578119	15176.253906	1753.280322	554.403430	11.108497	12.121124	12.142943	12.099304	42.999018	0.997339	7941306.078118	2459358.102324
183	ogg2m001-ep05-20210522-0337-e91.fits.fz	183.000000	0.000000	59358.098787	2459358.098787	NaN	NaN	NaN	NaN	NaN	1.561555	14.220873	16.000000	60.000000	90.000000	0.932448	1.144684	0.000000	0.001316	0.001522	0.000000	708.365361	752.258864	0.000000	1410336.611716	1378.567542	1048.949326	1034.796453	1049.449326	1013.703547	16.351999	31.577644	1315065.793958	804.247719	1339.460006	981.788025	16716.052734	1635.150169	558.709419	9224.000000	9.401981	10.289139	10.248174	10.330103	54.660092	0.999421	8971654.759711	20.854947	1058.330968	21.354947	990.169032	16.357994	31.576909	1614389.353414	1454.439927	1109.973209	27028.427734	2007.328482	559.769475	7.699790	11.652565	11.671613	11.633517	30.917459	0.999952	16351876.212824	1990.919936	1206.346169	1991.419936	842.153831	16.346522	31.563877	1410336.611716	1378.567542	1023.044986	14890.224609	1753.609712	560.447447	10.874396	12.040536	11.894212	12.186859	60.799084	0.997849	8190710.504984	2459358.103137
184	ogg2m001-ep05-20210522-0338-e91.fits.fz	184.000000	0.000000	59358.099600	2459358.099600	NaN	NaN	NaN	NaN	NaN	1.569728	14.321368	16.000000	60.000000	90.000000	0.931206	1.143957	0.000000	0.001319	0.001526	0.000000	705.735161	749.742837	0.000000	1404897.394041	1377.423380	1048.077930	1035.128491	1048.577930	1013.371509	16.351998	31.577643	1308248.434849	804.247719	1338.326660	977.525498	16255.475586	1626.673478	562.960076	9226.000000	9.473398	10.518183	10.545628	10.490738	33.437430	0.999823	8586507.591151	19.922374	1058.638385	20.422374	989.861615	16.357994	31.576910	1607142.002218	1453.310433	1105.849078	24619.580078	1998.317140	563.205643	8.289016	11.873311	11.878124	11.868499	319.137282	0.999968	15484188.994801	1990.024683	1206.668190	1990.524683	841.831810	16.346521	31.563875	1404897.394041	1377.423380	1019.945948	15426.931641	1746.846600	563.071594	10.980819	12.184877	12.084985	12.284769	57.988890	0.998599	7974233.457343	2459358.103950
185	ogg2m001-ep05-20210522-0339-e91.fits.fz	185.000000	0.000000	59358.100414	2459358.100414	NaN	NaN	NaN	NaN	NaN	1.578086	14.053838	16.000000	60.000000	90.000000	0.931246	1.145834	0.000000	0.001318	0.001527	0.000000	706.325823	750.614532	0.000000	1407231.964891	1378.471359	1047.666177	1034.853563	1048.166177	1013.646437	16.351999	31.577640	1310478.695970	804.247719	1339.564904	978.286824	18450.556641	1629.446580	564.516221	9576.000000	9.147120	10.258175	10.218754	10.297597	62.921100	0.999828	9334413.218149	19.595765	1058.289438	20.095765	990.210562	16.357994	31.576917	1612454.052815	1455.971679	1107.476248	26518.820312	2004.922133	565.766822	8.016225	11.637256	11.548502	11.726011	277.986061	0.999748	17417313.105841	1989.516072	1206.405679	1990.016072	842.094321	16.346522	31.563868	1407231.964891	1378.471359	1020.864131	16583.861328	1749.749401	565.361803	10.676800	11.954649	11.814928	12.094370	64.713604	0.998646	8525216.883168	2459358.104764
186	ogg2m001-ep05-20210522-0340-e91.fits.fz	186.000000	0.000000	59358.101227	2459358.101227	NaN	NaN	NaN	NaN	NaN	1.586562	14.086980	16.000000	60.000000	90.000000	0.931792	1.142992	0.000000	0.001321	0.001526	0.000000	705.339463	749.069025	0.000000	1404982.547310	1378.388908	1048.398577	1034.743687	1048.898577	1013.756313	16.352000	31.577638	1309151.079876	804.247719	1339.903807	977.048556	16009.190430	1627.795825	566.364435	9530.000000	9.333791	10.641035	10.883910	10.398160	14.464293	0.997283	8086698.605617	20.421157	1058.224092	20.921157	990.275908	16.357994	31.576905	1605883.143130	1453.920723	1104.519055	24156.843750	1996.751877	566.638883	7.985513	11.943249	12.129770	11.756728	4.994758	0.998995	14707711.859460	1990.334411	1206.237315	1990.834411	842.262685	16.346523	31.563875	1404982.547310	1378.388908	1019.293278	13606.508789	1746.952479	567.469036	10.887798	12.378356	12.508449	12.248264	33.191002	0.997248	7251772.075580	2459358.105577
